rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
3.0,no,buhvir,1 (mono),2014-06-14,increasing,165,XC188542.mp3,level,Blue-headed Vireo,4-6,XC188542 Blue-headed Vireo (Vireo solitarius),[],yes,Vireo solitarius," Beaver Lake Recreation Site, Liard Highway Km 10, British Columbia",58.9758,44100 (Hz),song,550 m,singing from the canopy of tall boreal forest; 2nd recording of this individual (some wind in the trees--mediocre quality),128000 (bps),mp3,both,,188542,https://www.xeno-canto.org/188542,Canada,Richard E. Webster,Vireo solitarius_Blue-headed Vireo,-123.1714,3-6(s),18:11,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,buhvir/XC188542.npy,21
3.0,no,brdowl,2 (stereo),2014-05-09,Not specified,97,XC178042.mp3,Not specified,Barred Owl,Not specified,XC178042 Barred Owl (Strix varia),[],no,Strix varia," Wild River State Park, Chisago County, Minnesota",45.5344,44100 (Hz),call,260 m,"Extracted from an unattended overnight recording. Presumably a male and female interacting.

Recorded with Sennheiser ME-66 and Sony PCM-M10 from a campground in deciduous woods along a river. Frequencies below 200Hz filtered lightly.",192000 (bps),mp3,Not specified,,178042,https://www.xeno-canto.org/178042,United States,Jonathon Jongsma,Strix varia_Barred Owl,-92.7442,Not specified,02:45,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 4.0,brdowl/XC178042.npy,16
3.0,no,rocpig,2 (stereo),2018-09-02,Not specified,20,XC500498.mp3,Not specified,Rock Dove,Not specified,XC500498 Rock Dove (Columba livia),[],no,Columba livia," Knott End-on-Sea, Fylde, Lancashire, England",53.9299,22050 (Hz),song,0 m,Feral Pigeon. Recorded using a Sony PCM-M10 digital audio recorder,160000 (bps),mp3,Not specified,,500498,https://www.xeno-canto.org/500498,United Kingdom,Chris Batty,Columba livia_Rock Pigeon,-2.9833,Not specified,07:52,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rocpig/XC500498.npy,78
4.0,no,westan,1 (mono),2014-06-02,Not specified,33,XC191751.mp3,Not specified,Western Tanager,Not specified,XC191751 Western Tanager (Piranga ludoviciana),[],yes,Piranga ludoviciana," Hualapai Mountains, Mohave County, Arizona",35.0913,44100 (Hz),song,2200 m,Bird was high in a tree about 10m from me and about 15-20m up in the tree.,96000 (bps),mp3,Not specified,,191751,https://www.xeno-canto.org/191751,United States,Bobby Wilcox,Piranga ludoviciana_Western Tanager,-113.8886,Not specified,13:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC191751.npy,91
3.0,no,eawpew,2 (stereo),2011-05-13,both,76,XC137103.mp3,level,Eastern Wood Pewee,1-3,XC137103 Eastern Wood Pewee (Contopus virens),[],no,Contopus virens," Agatha A. Durland Scout Reservation, Putnam Valley, New York",40.6158,44100 (Hz),song,? m,,128000 (bps),mp3,level,,137103,https://www.xeno-canto.org/137103,United States,Daniel Parker,Contopus virens_Eastern Wood-Pewee,-73.83,0-3(s),14:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC137103.npy,38
3.0,no,purfin,1 (mono),2012-02-24,Not specified,25,XC161634.mp3,Not specified,Purple Finch,Not specified,XC161634 Purple Finch (Haemorhous purpureus),[],yes,Haemorhous purpureus," Swan Lake, Victoria , Vancouver Island, BC",48.4644,44100 (Hz),subsong,60 m,Jumbled quiet song.  Presumed imitation of American Robin calls at 0:04; clear whistles at 0:19.  Spotted Towhee and Song Sparrow song prominent in foreground.,128000 (bps),mp3,Not specified,,161634,https://www.xeno-canto.org/161634,Canada,Ian Cruickshank,Haemorhous purpureus_Purple Finch,-123.3734,Not specified,08:30,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,purfin/XC161634.npy,71
3.0,no,robgro,2 (stereo),2017-05-18,Not specified,16,XC371589.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC371589 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Duncan Ridge Rd, Union County, Georgia",34.7719,44100 (Hz),song,1200 m,,94026 (bps),mp3,Not specified,,371589,https://www.xeno-canto.org/371589,United States,Ken Blankenship,Pheucticus ludovicianus_Rose-breasted Grosbeak,-83.9589,Not specified,18:30,Ken Blankenship,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC371589.npy,77
5.0,no,cangoo,2 (stereo),2015-09-05,Not specified,34,XC277882.mp3,Not specified,Canada Goose,Not specified,XC277882 Canada Goose (Branta canadensis),[],yes,Branta canadensis," Saltfjärden, Kirkkonummi, Uusimaa",60.09,44100 (Hz),flight call,0 m,Zoom H1,160000 (bps),mp3,Not specified,,277882,https://www.xeno-canto.org/277882,Finland,Eetu Paljakka,Branta canadensis_Canada Goose,24.4872,Not specified,16:30,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,cangoo/XC277882.npy,25
2.5,no,louwat,2 (stereo),2014-07-01,Not specified,30,XC217023.mp3,Not specified,Louisiana Waterthrush,7-20,XC217023 Louisiana Waterthrush (Parkesia motacilla),"['Cardinalis cardinalis_Northern Cardinal', 'Vireo olivaceus_Red-eyed Vireo', 'Mimus polyglottos_Northern Mockingbird', 'Thryothorus ludovicianus_Carolina Wren', 'Vireo griseus_White-eyed Vireo']",no,Parkesia motacilla," 6 (near  Converse), De Soto Parish, Louisiana",31.8676,44100 (Hz),song,70 m,"Bad. Natural song. Possibly AMRO in background- but wasn't on list and uncommon in uplands. Converse quad survey. Rapid moving, brief stop survey.",320000 (bps),mp3,both,Northern Cardinal (Cardinalis cardinalis); Red-eyed Vireo (Vireo olivaceus); Northern Mockingbird (Mimus polyglottos); Carolina Wren (Thryothorus ludovicianus); White-eyed Vireo (Vireo griseus),217023,https://www.xeno-canto.org/217023,United States,Terry Davis,Parkesia motacilla_Louisiana Waterthrush,-93.6984,3-6(s),06:03,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,louwat/XC217023.npy,56
2.5,no,canwar,2 (stereo),2014-07-14,both,49,XC187152.mp3,level,Canada Warbler,7-20,XC187152 Canada Warbler (Cardellina canadensis),"['Poecile atricapillus_Black-capped Chickadee', 'Baeolophus bicolor_Tufted Titmouse', 'Catharus fuscescens_Veery']",no,Cardellina canadensis," Concord, Middlesex County, Massachusetts",42.5004,44100 (Hz),song,40 m,"no modification.
bird singing from same location (and habitat) as XC182002.
may have been drawn in closer to mobbing chickadees and titmice on edge of swamp, but stayed in the back and didn't come out of its habitat.",320000 (bps),mp3,both,Black-capped Chickadee (Poecile atricapillus); Tufted Titmouse (Baeolophus bicolor); Veery (Catharus fuscescens),187152,https://www.xeno-canto.org/187152,United States,Cole W.,Cardellina canadensis_Canada Warbler,-71.3437,0-3(s),12:49:11,Cole W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,canwar/XC187152.npy,26
5.0,no,mallar3,1 (mono),2015-12-28,Not specified,45,XC297302.mp3,Not specified,Mallard,Not specified,XC297302 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,,297302,https://www.xeno-canto.org/297302,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC297302.npy,59
2.0,no,evegro,2 (stereo),2015-11-28,Not specified,43,XC292473.mp3,Not specified,Evening Grosbeak,Not specified,XC292473 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Hurkey Creek Campground, San Jacinto Mountains, Riverside County, California",33.678,48000 (Hz),"call, flight call",1300 m,"Type 1.  Recorded in an open forest in a public campground with Ponderosa pine, Coulter pine, incense cedar, aspen, willows, and canyon live oak.  The birds were high in Ponderosa pines.

Identified by voice and also seen and photographed.

Equipment: Olympus LS-10S, Sennheiser ME62 microphone, and a Telinga 22 inch parabolic dish.
Modifications to the file: cropped.",128000 (bps),mp3,Not specified,,292473,https://www.xeno-canto.org/292473,United States,Lance A. M. Benner,Coccothraustes vespertinus_Evening Grosbeak,-116.682,Not specified,13:39,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC292473.npy,39
2.5,no,louwat,1 (mono),2016-04-04,Not specified,21,XC310951.mp3,Not specified,Louisiana Waterthrush,Not specified,XC310951 Louisiana Waterthrush (Parkesia motacilla),['Cyanocitta cristata_Blue Jay'],yes,Parkesia motacilla," Sabine Woods, Texas",29.699,44100 (Hz),call,0 m,,128153 (bps),mp3,Not specified,Blue Jay (Cyanocitta cristata),310951,https://www.xeno-canto.org/310951,United States,Ken Blankenship,Parkesia motacilla_Louisiana Waterthrush,-93.948,Not specified,14:00,Ken Blankenship,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,louwat/XC310951.npy,56
4.5,no,bkpwar,2 (stereo),2016-06-05,level,48,XC328710.mp3,level,Blackpoll Warbler,7-20,XC328710 Blackpoll Warbler (Setophaga striata),['Corvus corax_Common Raven'],yes,Setophaga striata," Seal Island, Yarmouth County, Nova Scotia",43.4064,44100 (Hz),"male, song",10 m,Recorded on Seal Island.  Unbanded male,152657 (bps),mp3,both,Northern Raven (Corvus corax),328710,https://www.xeno-canto.org/328710,Canada,Lucas Berrigan,Setophaga striata_Blackpoll Warbler,-66.0198,0-3(s),08:40,Lucas Berrigan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkpwar/XC328710.npy,12
4.5,no,bkcchi,1 (mono),2019-04-30,Not specified,148,XC469745.mp3,Not specified,Black-capped Chickadee,Not specified,XC469745 Black-capped Chickadee (Poecile atricapillus),"['Certhia americana_Brown Creeper', ""Calypte anna_Anna's Hummingbird"", 'Spinus pinus_Pine Siskin', 'Empidonax difficilis_Pacific-slope Flycatcher', 'Pipilo maculatus_Spotted Towhee', 'Turdus migratorius_American Robin']",yes,Poecile atricapillus," Olympia, Thurston County, Washington",47.0562,48000 (Hz),call,60 m,"Normalized to -3dB. 68°F, 5% cloud cover, light intermittent breeze from west. Residential setting on the edge of a greenbelt with Douglas fir and Bigleaf Maple dominant. From 0:00 to 0:42 a single bird perched 10' high in a small birch tree giving tseet calls while preening (feather ruffling audible). From the same location it then gave a series of chick-a-dee type calls beginning around 0:34.5. At 1:11 a second bird flew in and both quickly moved to a medium sized bush 25' away, at which point vocalizations changed to gargle call types (could not tell which bird), then a mix of both chick-a-dee and gargles. Two more birds landed 50' to the north and gave chick-a-dee calls. There were 4 birds total, however neither group of 2 came within 50' of each other.",90251 (bps),mp3,Not specified,Brown Creeper (Certhia americana); Anna's Hummingbird (Calypte anna); Pine Siskin (Spinus pinus); Pacific-slope Flycatcher (Empidonax difficilis); Spotted Towhee (Pipilo maculatus); American Robin (Turdus migratorius),469745,https://www.xeno-canto.org/469745,United States,bowtyler,Poecile atricapillus_Black-capped Chickadee,-122.9226,Not specified,14:51,bowtyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkcchi/XC469745.npy,10
2.5,no,canwar,2 (stereo),2014-10-05,Not specified,30,XC205942.mp3,Not specified,Canada Warbler,Not specified,XC205942 Canada Warbler (Cardellina canadensis),"['Crotophaga sulcirostris_Groove-billed Ani', 'Eumomota superciliosa_Turquoise-browed Motmot', 'Ramphocaenus melanurus_Long-billed Gnatwren']",yes,Cardellina canadensis," Cerro Guazapa-Sendero La Mora, Suchitoto, Cuscatlán",13.9318,48000 (Hz),call,550 m,,320000 (bps),mp3,Not specified,Groove-billed Ani (Crotophaga sulcirostris); Turquoise-browed Motmot (Eumomota superciliosa); Trilling Gnatwren (Ramphocaenus melanurus); Velasquez's Woodpecker (Melanerpes santacruzi),205942,https://www.xeno-canto.org/205942,El Salvador,Walter Rivera,Cardellina canadensis_Canada Warbler,-89.0981,Not specified,08:00,Walter Rivera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,canwar/XC205942.npy,26
5.0,no,cangoo,2 (stereo),2016-06-05,Not specified,27,XC322207.mp3,Not specified,Canada Goose,Not specified,XC322207 Canada Goose (Branta canadensis),[],yes,Branta canadensis," Västra Ängsö, Västmanlands län",59.5347,44100 (Hz),call,10 m,Calls from a single bird on the water.,192000 (bps),mp3,Not specified,,322207,https://www.xeno-canto.org/322207,Sweden,Mikael Litsgård,Branta canadensis_Canada Goose,16.8445,Not specified,06:03,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,cangoo/XC322207.npy,25
5.0,,veery,1 (mono),2013-12-03,Not specified,64,XC427164.mp3,Not specified,Veery,Not specified,XC427164 Veery (Catharus fuscescens),[],,Catharus fuscescens," Zona Rural, Parecis-RO, Rondônia",-12.265252,44100 (Hz),canto,325 m,"remarks:estranho ver esse bicho cantando em Rondônia, pois, de acordo com a literatura que consultei (meu guia de campo), esta espécie não vocaliza no Brasil. Estranho demais. Até porque, acredito que não seja nenhuma outra espécie de Catharus (pelas comparações que fiz dos cantos). Algo a ser visto.;
habitat:Transição (amaz./cerr.);
recorder:Sony;
microphone:Sennheiser ME-066;
volume setting:automático;
weather:Ensolarado;",192000 (bps),mp3,Not specified,,427164,https://www.xeno-canto.org/427164,Brazil,Caio Brito,Catharus fuscescens_Veery,-61.216846,Not specified,06:00,Caio Brito,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,veery/XC427164.npy,87
3.0,no,evegro,1 (mono),2015-06-26,Not specified,17,XC255053.mp3,Not specified,Evening Grosbeak,Not specified,XC255053 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," FS9712 near Liberty, WA",47.299,44100 (Hz),flight call,1200 m,,96000 (bps),mp3,Not specified,,255053,https://www.xeno-canto.org/255053,United States,Nick Bonomo,Coccothraustes vespertinus_Evening Grosbeak,-120.629,Not specified,19:30,Nick Bonomo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC255053.npy,39
3.0,no,veery,2 (stereo),2013-06-22,Not specified,27,XC139435.mp3,Not specified,Veery,Not specified,XC139435 Veery (Catharus fuscescens),[],no,Catharus fuscescens," Martin Hugh Macguire Hemlocks BCA, Clarence Fahnestock Memorial SP, New York",41.429,44100 (Hz),"call, song",? m,,128000 (bps),mp3,Not specified,,139435,https://www.xeno-canto.org/139435,United States,Daniel Parker,Catharus fuscescens_Veery,-73.858,Not specified,5:10,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,veery/XC139435.npy,87
2.5,no,westan,2 (stereo),2018-03-04,Not specified,24,XC411261.mp3,Not specified,Western Tanager,Not specified,XC411261 Western Tanager (Piranga ludoviciana),['Glaucidium brasilianum_Ferruginous Pygmy-Owl'],yes,Piranga ludoviciana," Mazatepec, Morelos",18.7219,44100 (Hz),call,950 m,,128000 (bps),mp3,Not specified,Ferruginous Pygmy Owl (Glaucidium brasilianum),411261,https://www.xeno-canto.org/411261,Mexico,Joren van Schie,Piranga ludoviciana_Western Tanager,-99.378,Not specified,14:30,Joren van Schie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC411261.npy,91
3.0,,eawpew,1 (mono),1999-04-25,Not specified,16,XC124755.mp3,Not specified,Eastern Wood Pewee,Not specified,XC124755 Eastern Wood Pewee (Contopus virens),[],,Contopus virens," Unknown wooded park, Nashville, Tennessee",36.1667,44100 (Hz),song,150 m,playback-used:no,128000 (bps),mp3,Not specified,,124755,https://www.xeno-canto.org/124755,United States,Thomas G. Graves,Contopus virens_Eastern Wood-Pewee,-86.7833,Not specified,?,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC124755.npy,38
2.0,no,evegro,2 (stereo),2015-10-19,Not specified,41,XC344263.mp3,Not specified,Evening Grosbeak,Not specified,XC344263 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Bozeman, Gallatin County, Montana",45.6766,44100 (Hz),call,1500 m,Recording amplified.,320200 (bps),mp3,Not specified,,344263,https://www.xeno-canto.org/344263,United States,Thomas Magarian,Coccothraustes vespertinus_Evening Grosbeak,-111.0274,Not specified,10:00,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC344263.npy,39
3.0,no,buhvir,2 (stereo),2013-07-16,both,36,XC143936.mp3,level,Blue-headed Vireo,1-3,XC143936 Blue-headed Vireo (Vireo solitarius),[],no,Vireo solitarius," Curtis S. Read Scout Reservation, Brant Lake, New York",43.6764,44100 (Hz),song,? m,,128000 (bps),mp3,level,,143936,https://www.xeno-canto.org/143936,United States,Daniel Parker,Vireo solitarius_Blue-headed Vireo,-73.7494,0-3(s),10:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,buhvir/XC143936.npy,21
4.0,,reevir1,1 (mono),2002-09-23,Not specified,31,XC64373.mp3,Not specified,Red-eyed Vireo,Not specified,XC64373 Red-eyed Vireo (Vireo olivaceus),[],,Vireo olivaceus, Yasuni Research Station,Not specified,44100 (Hz),call,? m,"Response to playback. Bird approached on playback. series of calls. Habitat: Evergreen lowland forest, Terra firme forest, Ridge-top. Ref: EC01A400",128000 (bps),mp3,Not specified,,64373,https://www.xeno-canto.org/64373,Ecuador,Joseph Tobias and Nathalie Seddon,Vireo olivaceus_Red-eyed Vireo,Not specified,Not specified,09:30,Joseph Tobias and Nathalie Seddon,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,reevir1/XC64373.npy,75
3.0,no,caster1,2 (stereo),2008-08-28,level,21,XC52364.mp3,level,Caspian Tern,1-3,XC52364 Caspian Tern (Hydroprogne caspia),[],yes,Hydroprogne caspia," Kingston Steam Plant, Roane co, Tennessee",35.912,44100 (Hz),"call, juvenile",100 m,"Five birds on migration. Two adults and three juveniles, the young were making the wheezy call and the adults the hack like call",128000 (bps),mp3,level,,52364,https://www.xeno-canto.org/52364,United States,Mike Nelson,Hydroprogne caspia_Caspian Tern,-84.5101,0-3(s),11:30am,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,caster1/XC52364.npy,29
2.5,no,hamfly,1 (mono),2014-06-23,level,34,XC193943.mp3,level,Hammond's Flycatcher,1-3,XC193943 Hammond's Flycatcher (Empidonax hammondii),"['Ixoreus naevius_Varied Thrush', 'Setophaga ruticilla_American Redstart', 'Turdus migratorius_American Robin']",yes,Empidonax hammondii," Fish Creek, near Hyder, Alaska",55.9646,44100 (Hz),call,40 m,,128000 (bps),mp3,level,Varied Thrush (Ixoreus naevius); American Redstart (Setophaga ruticilla); American Robin (Turdus migratorius),193943,https://www.xeno-canto.org/193943,United States,Richard E. Webster,Empidonax hammondii_Hammond's Flycatcher,-130.0618,0-3(s),13:16,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC193943.npy,44
